,hotel_name,reviews,label,reviews_fixed,tokenized_reviews,stop_words_removed,stop_words_removed_lemmatized,stop_words_removed_stemmed
49,berlin-hotel-190599-review-6.json_0,"Our perfect hotel is one that offers a central location to the attractions we want to see - with spacious, comfortable rooms and good service.",0,Our perfect hotel is one that offers central location to the attractions we want to see with spacious comfortable rooms and good service,"['our', 'perfect', 'hotel', 'is', 'one', 'that', 'offers', 'central', 'location', 'to', 'the', 'attractions', 'we', 'want', 'to', 'see', 'with', 'spacious', 'comfortable', 'rooms', 'and', 'good', 'service']","['perfect', 'hotel', 'one', 'offers', 'central', 'location', 'attractions', 'want', 'see', 'spacious', 'comfortable', 'rooms', 'good', 'service']","['perfect', 'hotel', 'one', 'offer', 'central', 'location', 'attraction', 'want', 'see', 'spacious', 'comfortable', 'room', 'good', 'service']","['perfect', 'hotel', 'one', 'offer', 'central', 'locat', 'attract', 'want', 'see', 'spaciou', 'comfort', 'room', 'good', 'servic']"
50,berlin-hotel-190599-review-6.json_1,"art'otel, Mitte in Berlin definitely fulfilled these requirements.",0,art otel Mitte in Berlin definitely fulfilled these requirements,"['art', 'otel', 'mitte', 'in', 'berlin', 'definitely', 'fulfilled', 'these', 'requirements']","['art', 'otel', 'mitte', 'berlin', 'definitely', 'fulfilled', 'requirements']","['art', 'otel', 'mitte', 'berlin', 'definitely', 'fulfil', 'requirement']","['art', 'otel', 'mitt', 'berlin', 'definit', 'fulfil', 'requir']"
51,berlin-hotel-190599-review-6.json_2,Our room (superior double) was very spacious and extremely comfortable - with a bath for relaxing those tired walking muscles.,0,Our room superior double was very spacious and extremely comfortable with bath for relaxing those tired walking muscles,"['our', 'room', 'superior', 'double', 'was', 'very', 'spacious', 'and', 'extremely', 'comfortable', 'with', 'bath', 'for', 'relaxing', 'those', 'tired', 'walking', 'muscles']","['room', 'superior', 'double', 'spacious', 'extremely', 'comfortable', 'bath', 'relaxing', 'tired', 'walking', 'muscles']","['room', 'superior', 'double', 'spacious', 'extremely', 'comfortable', 'bath', 'relaxing', 'tire', 'walking', 'muscle']","['room', 'superior', 'doubl', 'spaciou', 'extrem', 'comfort', 'bath', 'relax', 'tire', 'walk', 'muscl']"
52,berlin-hotel-190599-review-6.json_3,The onsite restuarant was also excellent - supported by good advice on local eating establishments when we wanted to venture out.,0,The onsite restuarant was also excellent supported by good advice on local eating establishments when we wanted to venture out,"['the', 'onsite', 'restuarant', 'was', 'also', 'excellent', 'supported', 'by', 'good', 'advice', 'on', 'local', 'eating', 'establishments', 'when', 'we', 'wanted', 'to', 'venture', 'out']","['onsite', 'restuarant', 'also', 'excellent', 'supported', 'good', 'advice', 'local', 'eating', 'establishments', 'wanted', 'venture']","['onsite', 'restuarant', 'also', 'excellent', 'support', 'good', 'advice', 'local', 'eating', 'establishment', 'want', 'venture']","['onsit', 'restuar', 'also', 'excel', 'support', 'good', 'advic', 'local', 'eat', 'establish', 'want', 'ventur']"
53,berlin-hotel-190599-review-6.json_4,The Hotel is less than 1/2 block from the closest U Bhan station - but is situated in a quiet street.,0,The Hotel is less than block from the closest you Bhan station but is situated in quiet street,"['the', 'hotel', 'is', 'less', 'than', 'block', 'from', 'the', 'closest', 'you', 'bhan', 'station', 'but', 'is', 'situated', 'in', 'quiet', 'street']","['hotel', 'less', 'block', 'closest', 'bhan', 'station', 'situated', 'quiet', 'street']","['hotel', 'less', 'block', 'close', 'bhan', 'station', 'situate', 'quiet', 'street']","['hotel', 'less', 'block', 'closest', 'bhan', 'station', 'situat', 'quiet', 'street']"
54,berlin-hotel-190599-review-6.json_5,"Walking time to many sights (Unter den Linden, Gendarmenmakt, Deutches Museum, Checkpoint Charlie, Nikolaivertel etc. was less than 15 minutes - while virtually everything else was easily accessible by U-Bahn, starting almost next door.",0,Walking time to many sights Unter den Linden Gendarmenmakt Deutches Museum Checkpoint Charlie Nikolaivertel etc was less than 15 minutes while virtually everything else was easily accessible by Bahn starting almost next door,"['walking', 'time', 'to', 'many', 'sights', 'unter', 'den', 'linden', 'gendarmenmakt', 'deutches', 'museum', 'checkpoint', 'charlie', 'nikolaivertel', 'etc', 'was', 'less', 'than', '15', 'minutes', 'while', 'virtually', 'everything', 'else', 'was', 'easily', 'accessible', 'by', 'bahn', 'starting', 'almost', 'next', 'door']","['walking', 'time', 'many', 'sights', 'unter', 'den', 'linden', 'gendarmenmakt', 'deutches', 'museum', 'checkpoint', 'charlie', 'nikolaivertel', 'etc', 'less', '15', 'minutes', 'virtually', 'everything', 'else', 'easily', 'accessible', 'bahn', 'starting', 'almost', 'next', 'door']","['walk', 'time', 'many', 'sight', 'unter', 'den', 'linden', 'gendarmenmakt', 'deutches', 'museum', 'checkpoint', 'charlie', 'nikolaivertel', 'etc', 'less', '15', 'minute', 'virtually', 'everything', 'else', 'easily', 'accessible', 'bahn', 'start', 'almost', 'next', 'door']","['walk', 'time', 'mani', 'sight', 'unter', 'den', 'linden', 'gendarmenmakt', 'deutch', 'museum', 'checkpoint', 'charli', 'nikolaivertel', 'etc', 'less', '15', 'minut', 'virtual', 'everyth', 'els', 'easili', 'access', 'bahn', 'start', 'almost', 'next', 'door']"
55,berlin-hotel-190599-review-7.json_0,Spent 3 nights recently at the Artotel Berlin Mitte.,0,Spent nights recently at the Artotel Berlin Mitte,"['spent', 'nights', 'recently', 'at', 'the', 'artotel', 'berlin', 'mitte']","['spent', 'nights', 'recently', 'artotel', 'berlin', 'mitte']","['spent', 'night', 'recently', 'artotel', 'berlin', 'mitte']","['spent', 'night', 'recent', 'artotel', 'berlin', 'mitt']"
56,berlin-hotel-190599-review-7.json_1,"It was supposed to be a designer hotel,",0,It was supposed to be designer hotel,"['it', 'was', 'supposed', 'to', 'be', 'designer', 'hotel']","['supposed', 'designer', 'hotel']","['suppose', 'designer', 'hotel']","['suppos', 'design', 'hotel']"
57,berlin-hotel-190599-review-7.json_2,"I have searched for the design,",0,have searched for the design,"['have', 'searched', 'for', 'the', 'design']","['searched', 'design']","['search', 'design']","['search', 'design']"
58,berlin-hotel-190599-review-7.json_3,but I haven't found any kind of design in the rooms.,0,but have not found any kind of design in the rooms,"['but', 'have', 'not', 'found', 'any', 'kind', 'of', 'design', 'in', 'the', 'rooms']","['found', 'kind', 'design', 'rooms']","['find', 'kind', 'design', 'room']","['found', 'kind', 'design', 'room']"
59,berlin-hotel-190599-review-7.json_4,"May be the restaurant have something,",0,May be the restaurant have something,"['may', 'be', 'the', 'restaurant', 'have', 'something']","['may', 'restaurant', 'something']","['may', 'restaurant', 'something']","['may', 'restaur', 'someth']"
60,berlin-hotel-190599-review-7.json_5,"but the rooms are poorly decorated, with common furniture.",0,but the rooms are poorly decorated with common furniture,"['but', 'the', 'rooms', 'are', 'poorly', 'decorated', 'with', 'common', 'furniture']","['rooms', 'poorly', 'decorated', 'common', 'furniture']","['room', 'poorly', 'decorate', 'common', 'furniture']","['room', 'poorli', 'decor', 'common', 'furnitur']"
61,berlin-hotel-190599-review-7.json_6,The bed was not very comfortable.,0,The bed was not very comfortable,"['the', 'bed', 'was', 'not', 'very', 'comfortable']","['bed', 'comfortable']","['bed', 'comfortable']","['bed', 'comfort']"
62,berlin-hotel-190599-review-7.json_7,In the bathroom there is only liquid soap with two small towels.,0,In the bathroom there is only liquid soap with two small towels,"['in', 'the', 'bathroom', 'there', 'is', 'only', 'liquid', 'soap', 'with', 'two', 'small', 'towels']","['bathroom', 'liquid', 'soap', 'two', 'small', 'towels']","['bathroom', 'liquid', 'soap', 'two', 'small', 'towel']","['bathroom', 'liquid', 'soap', 'two', 'small', 'towel']"
63,berlin-hotel-190599-review-7.json_8,"Do not expect any kind of luxury at Artotel Berlin Mitte,",0,Do not expect any kind of luxury at Artotel Berlin Mitte,"['do', 'not', 'expect', 'any', 'kind', 'of', 'luxury', 'at', 'artotel', 'berlin', 'mitte']","['expect', 'kind', 'luxury', 'artotel', 'berlin', 'mitte']","['expect', 'kind', 'luxury', 'artotel', 'berlin', 'mitte']","['expect', 'kind', 'luxuri', 'artotel', 'berlin', 'mitt']"
64,berlin-hotel-190599-review-7.json_9,"it is only a basic hotel, but with a convenient location (50 meters from the metro, 2 metro stations from Alexander platz).",0,it is only basic hotel but with convenient location 50 meters from the metro metro stations from Alexander platz,"['it', 'is', 'only', 'basic', 'hotel', 'but', 'with', 'convenient', 'location', '50', 'meters', 'from', 'the', 'metro', 'metro', 'stations', 'from', 'alexander', 'platz']","['basic', 'hotel', 'convenient', 'location', '50', 'meters', 'metro', 'metro', 'stations', 'alexander', 'platz']","['basic', 'hotel', 'convenient', 'location', '50', 'meter', 'metro', 'metro', 'station', 'alexander', 'platz']","['basic', 'hotel', 'conveni', 'locat', '50', 'meter', 'metro', 'metro', 'station', 'alexand', 'platz']"
65,berlin-hotel-190599-review-7.json_10,The breakfast was good and the staff friendly.,0,The breakfast was good and the staff friendly,"['the', 'breakfast', 'was', 'good', 'and', 'the', 'staff', 'friendly']","['breakfast', 'good', 'staff', 'friendly']","['breakfast', 'good', 'staff', 'friendly']","['breakfast', 'good', 'staff', 'friendli']"
66,berlin-hotel-190664-review-1.json_0,We stayed at The Regent in August for two days to celebrate my birthday.,0,We stayed at The Regent in August for two days to celebrate my birthday,"['we', 'stayed', 'at', 'the', 'regent', 'in', 'august', 'for', 'two', 'days', 'to', 'celebrate', 'my', 'birthday']","['stayed', 'regent', 'august', 'two', 'days', 'celebrate', 'birthday']","['stay', 'regent', 'august', 'two', 'day', 'celebrate', 'birthday']","['stay', 'regent', 'august', 'two', 'day', 'celebr', 'birthday']"
67,berlin-hotel-190664-review-1.json_1,"Location.... perfect; staff.... warm, welcoming and professional; room... perfectly appointed; food... sublime.",0,Location perfect staff warm welcoming and professional room perfectly appointed food sublime,"['location', 'perfect', 'staff', 'warm', 'welcoming', 'and', 'professional', 'room', 'perfectly', 'appointed', 'food', 'sublime']","['location', 'perfect', 'staff', 'warm', 'welcoming', 'professional', 'room', 'perfectly', 'appointed', 'food', 'sublime']","['location', 'perfect', 'staff', 'warm', 'welcoming', 'professional', 'room', 'perfectly', 'appoint', 'food', 'sublime']","['locat', 'perfect', 'staff', 'warm', 'welcom', 'profession', 'room', 'perfectli', 'appoint', 'food', 'sublim']"
68,berlin-hotel-190664-review-1.json_2,Certainly one of... if not THE best hotels ever!,0,Certainly one of if not THE best hotels ever,"['certainly', 'one', 'of', 'if', 'not', 'the', 'best', 'hotels', 'ever']","['certainly', 'one', 'best', 'hotels', 'ever']","['certainly', 'one', 'best', 'hotel', 'ever']","['certainli', 'one', 'best', 'hotel', 'ever']"
69,berlin-hotel-191437-review-1.json_0,The hotel is ideally located.,0,The hotel is ideally located,"['the', 'hotel', 'is', 'ideally', 'located']","['hotel', 'ideally', 'located']","['hotel', 'ideally', 'locate']","['hotel', 'ideal', 'locat']"
70,berlin-hotel-191437-review-1.json_1,"If you're a walker, you are close to many attractions.",0,If you are walker you are close to many attractions,"['if', 'you', 'are', 'walker', 'you', 'are', 'close', 'to', 'many', 'attractions']","['walker', 'close', 'many', 'attractions']","['walker', 'close', 'many', 'attraction']","['walker', 'close', 'mani', 'attract']"
71,berlin-hotel-191437-review-1.json_2,"Room was big, bath was lovely, but watch out for the tile floor after you shower.",1,Room was big bath was lovely but watch out for the tile floor after you shower,"['room', 'was', 'big', 'bath', 'was', 'lovely', 'but', 'watch', 'out', 'for', 'the', 'tile', 'floor', 'after', 'you', 'shower']","['room', 'big', 'bath', 'lovely', 'watch', 'tile', 'floor', 'shower']","['room', 'big', 'bath', 'lovely', 'watch', 'tile', 'floor', 'shower']","['room', 'big', 'bath', 'love', 'watch', 'tile', 'floor', 'shower']"
72,berlin-hotel-191437-review-1.json_3,"No curtains, and water pours off you onto the tile floor which has a drain.",0,No curtains and water pours off you onto the tile floor which has drain,"['no', 'curtains', 'and', 'water', 'pours', 'off', 'you', 'onto', 'the', 'tile', 'floor', 'which', 'has', 'drain']","['curtains', 'water', 'pours', 'onto', 'tile', 'floor', 'drain']","['curtain', 'water', 'pour', 'onto', 'tile', 'floor', 'drain']","['curtain', 'water', 'pour', 'onto', 'tile', 'floor', 'drain']"
73,berlin-hotel-191437-review-1.json_4,Put your towel on the wet floor or you will definitely slip.,0,Put your towel on the wet floor or you will definitely slip,"['put', 'your', 'towel', 'on', 'the', 'wet', 'floor', 'or', 'you', 'will', 'definitely', 'slip']","['put', 'towel', 'wet', 'floor', 'definitely', 'slip']","['put', 'towel', 'wet', 'floor', 'definitely', 'slip']","['put', 'towel', 'wet', 'floor', 'definit', 'slip']"
74,berlin-hotel-191437-review-1.json_5,Desk staff needs to go to a Waldorf class on manners.,1,Desk staff needs to go to Waldorf class on manners,"['desk', 'staff', 'needs', 'to', 'go', 'to', 'waldorf', 'class', 'on', 'manners']","['desk', 'staff', 'needs', 'go', 'waldorf', 'class', 'manners']","['desk', 'staff', 'need', 'go', 'waldorf', 'class', 'manner']","['desk', 'staff', 'need', 'go', 'waldorf', 'class', 'manner']"
75,berlin-hotel-191437-review-1.json_6,"Very cold reception, couldn't answer a few simple questions for directions to a few of the sights or an ATM.",0,Very cold reception could not answer few simple questions for directions to few of the sights or an ATM,"['very', 'cold', 'reception', 'could', 'not', 'answer', 'few', 'simple', 'questions', 'for', 'directions', 'to', 'few', 'of', 'the', 'sights', 'or', 'an', 'atm']","['cold', 'reception', 'could', 'answer', 'simple', 'questions', 'directions', 'sights', 'atm']","['cold', 'reception', 'could', 'answer', 'simple', 'question', 'direction', 'sight', 'atm']","['cold', 'recept', 'could', 'answer', 'simpl', 'question', 'direct', 'sight', 'atm']"
76,berlin-hotel-191437-review-1.json_7,Room was nice but does need to be vacuumed more frequently than ours was..,0,Room was nice but does need to be vacuumed more frequently than ours was,"['room', 'was', 'nice', 'but', 'does', 'need', 'to', 'be', 'vacuumed', 'more', 'frequently', 'than', 'ours', 'was']","['room', 'nice', 'need', 'vacuumed', 'frequently']","['room', 'nice', 'need', 'vacuum', 'frequently']","['room', 'nice', 'need', 'vacuum', 'frequent']"
77,berlin-hotel-191437-review-1.json_8,Pretzels and cookies under the bed.,0,Pretzels and cookies under the bed,"['pretzels', 'and', 'cookies', 'under', 'the', 'bed']","['pretzels', 'cookies', 'bed']","['pretzel', 'cooky', 'bed']","['pretzel', 'cooki', 'bed']"
78,berlin-hotel-191437-review-1.json_9,Chair upholstery needs to be cleaned.,1,Chair upholstery needs to be cleaned,"['chair', 'upholstery', 'needs', 'to', 'be', 'cleaned']","['chair', 'upholstery', 'needs', 'cleaned']","['chair', 'upholstery', 'need', 'clean']","['chair', 'upholsteri', 'need', 'clean']"
79,berlin-hotel-191437-review-1.json_10,We turned the cushions over.,0,We turned the cushions over,"['we', 'turned', 'the', 'cushions', 'over']","['turned', 'cushions']","['turned', 'cushion']","['turn', 'cushion']"
